player_id,year,team,position,age
025bf1ef-c20c-5839-9a19-49cb4bd19779,1998,Saudi Arabia,Defender,22.0
ba757a37-40c5-5d79-afc2-7e77a0574f98,1994,Saudi Arabia,Defender,25.0
7b1363fc-1a15-5c70-8b6b-ee7ddc32396b,2002,Saudi Arabia,Midfielder,29.0
7b1363fc-1a15-5c70-8b6b-ee7ddc32396b,1998,Saudi Arabia,Midfielder,25.0
c7bac3fa-35fe-5658-b85a-e7b75e2f69ac,2002,Saudi Arabia,Forward,27.0
c7bac3fa-35fe-5658-b85a-e7b75e2f69ac,1998,Saudi Arabia,Forward,23.0
1e8b620e-ee66-5c36-8537-ba346bf77abe,2018,Saudi Arabia,Midfielder,29.0
1e8b620e-ee66-5c36-8537-ba346bf77abe,2022,Saudi Arabia,Midfielder,33.0
9100edbf-32e3-5351-bcbd-74196cae6337,2002,Saudi Arabia,Midfielder,23.0
9100edbf-32e3-5351-bcbd-74196cae6337,2006,Saudi Arabia,Midfielder,27.0
7faae68d-95fd-542b-b740-9ca49052df6d,1982,Kuwait,Midfielder,21.0
d997cc47-e670-5fb2-a600-b3b7708264ab,2022,Saudi Arabia,Defender,28.0
e75dfaf0-85f7-58a6-b7b9-ad862f5a1467,1994,Saudi Arabia,Forward,21.0
f6fbe192-b250-5748-9634-5613293e6427,1990,United Arab Emirates,Defender,24.0
a7ae4fef-7686-5474-aa05-2a9d011a9e17,1982,Kuwait,Forward,22.0
f8915c85-2d6a-5a27-89b4-56fdca948274,2022,Qatar,Midfielder,21.0
fce273a7-2ad8-5d11-8151-d85d668e5e4b,2022,Qatar,Midfielder,26.0
7536c4db-bb20-5bf0-b368-d35721e20e1b,1998,Saudi Arabia,Midfielder,23.0
1d2f609e-1a2e-5e66-b4f4-ad48470d834a,2018,Saudi Arabia,Defender,31.0
00863d59-ac63-5869-afcb-ff36ca4afce7,2002,Saudi Arabia,Defender,26.0
7588d93e-d705-54e6-a02b-85c0deb8dfe5,2006,Saudi Arabia,Forward,22.0
0aa6bfee-7dff-554b-9017-c1e3c3a38674,1982,Kuwait,Defender,23.0
3d0616b0-a7d7-577b-9e69-f9455d95e6ec,2022,Saudi Arabia,Midfielder,25.0
afc71b03-a4b9-56f0-8b46-cf0e8c8aa256,2022,Qatar,Midfielder,32.0
e4d9ad38-ec14-543a-ae81-43bc44726039,1994,Saudi Arabia,Goalkeeper,22.0
9fbf9bd1-b43e-5c0a-98d5-55edf89376a9,1982,Kuwait,Midfielder,28.0
43429881-5514-5d84-8fc1-fbd002dcfcd9,1994,Saudi Arabia,Forward,22.0
43429881-5514-5d84-8fc1-fbd002dcfcd9,2002,Saudi Arabia,Forward,30.0
43429881-5514-5d84-8fc1-fbd002dcfcd9,2006,Saudi Arabia,Forward,34.0
43429881-5514-5d84-8fc1-fbd002dcfcd9,1998,Saudi Arabia,Forward,26.0
3719956b-26b5-5234-a103-9a864335e25e,2002,Saudi Arabia,Defender,28.0
3719956b-26b5-5234-a103-9a864335e25e,1998,Saudi Arabia,Defender,24.0
f0bedfb0-33ee-5685-b955-4b383911bf79,1998,Saudi Arabia,Defender,24.0
c5b640bb-5e48-5695-8bbf-419f94a76ab7,1982,Kuwait,Defender,23.0
ed85bcce-c83a-5c4f-a0de-217f1ce868d2,2018,Saudi Arabia,Midfielder,34.0
410aa51b-47d3-5e21-9a8b-6a09271d7ad9,2002,Saudi Arabia,Forward,25.0
1526a95c-7fbe-576e-b8ca-76880c4ab697,2018,Saudi Arabia,Midfielder,22.0
fdf133a4-5e69-5812-b209-70b569b18867,2018,Saudi Arabia,Midfielder,32.0
b4da91ea-c3b1-562e-af64-4002f288d1a6,2002,Saudi Arabia,Defender,29.0
b4da91ea-c3b1-562e-af64-4002f288d1a6,2006,Saudi Arabia,Defender,33.0
d331c601-4a86-596f-b3b9-a6ba76101227,1994,Saudi Arabia,Defender,23.0
d331c601-4a86-596f-b3b9-a6ba76101227,1998,Saudi Arabia,Defender,27.0
acb0fbb8-1192-5012-8333-936408732bc0,2002,Saudi Arabia,Goalkeeper,29.0
738693f9-6b6d-536e-afc7-3a48ad827973,2022,Saudi Arabia,Midfielder,28.0
ee60dc79-9976-5e34-ac16-9467904e5ee4,2018,Saudi Arabia,Goalkeeper,31.0
b6e3f9da-7097-58ba-983e-cb2d485485f5,1994,Saudi Arabia,Forward,24.0
b6e3f9da-7097-58ba-983e-cb2d485485f5,1998,Saudi Arabia,Forward,28.0
