year,team,position,avg_age_p_pos,avg_age
1938,Brazil,Forward,25.7,25.954545454545453
1938,Brazil,Goalkeeper,27.0,25.954545454545453
1938,Brazil,Midfielder,25.0,25.954545454545453
1938,Cuba,Defender,22.5,24.0
1938,Cuba,Forward,23.75,24.0
1938,Cuba,Goalkeeper,26.0,24.0
1938,Cuba,Midfielder,24.0,24.0
1938,Czechoslovakia,Defender,27.5,26.0
1938,Czechoslovakia,Forward,24.818181818181817,26.0
1938,Czechoslovakia,Goalkeeper,31.5,26.0
1938,Czechoslovakia,Midfielder,25.2,26.0
1938,Dutch East Indies,Defender,,24.875
1938,Dutch East Indies,Forward,23.0,24.875
1938,Dutch East Indies,Goalkeeper,25.0,24.875
1938,Dutch East Indies,Midfielder,26.25,24.875
1938,France,Defender,27.4,26.454545454545453
1938,France,Forward,26.0,26.454545454545453
1938,France,Goalkeeper,25.333333333333332,26.454545454545453
1938,France,Midfielder,26.833333333333332,26.454545454545453
1938,Germany,Defender,26.8,26.454545454545453
1938,Germany,Forward,24.88888888888889,26.454545454545453
1938,Germany,Goalkeeper,28.666666666666668,26.454545454545453
1938,Germany,Midfielder,27.6,26.454545454545453
1938,Hungary,Defender,28.0,27.0
1938,Hungary,Forward,27.22222222222222,27.0
1938,Hungary,Goalkeeper,27.0,27.0
1938,Hungary,Midfielder,26.285714285714285,27.0
1938,Italy,Defender,27.0,26.5
1938,Italy,Forward,25.714285714285715,26.5
1938,Italy,Goalkeeper,29.0,26.5
1938,Italy,Midfielder,26.11111111111111,26.5
1938,Netherlands,Defender,25.5,25.318181818181817
1938,Netherlands,Forward,24.09090909090909,25.318181818181817
1938,Netherlands,Goalkeeper,27.0,25.318181818181817
1938,Netherlands,Midfielder,27.2,25.318181818181817
1938,Norway,Defender,26.833333333333332,26.045454545454547
1938,Norway,Forward,25.0,26.045454545454547
1938,Norway,Goalkeeper,27.666666666666668,26.045454545454547
1938,Norway,Midfielder,25.8,26.045454545454547
1938,Poland,Defender,27.5,24.681818181818183
1938,Poland,Forward,24.4,24.681818181818183
1938,Poland,Goalkeeper,20.5,24.681818181818183
1938,Poland,Midfielder,24.666666666666668,24.681818181818183
1938,Romania,Defender,27.75,25.954545454545453
1938,Romania,Forward,25.9,25.954545454545453
1938,Romania,Goalkeeper,24.666666666666668,25.954545454545453
1938,Romania,Midfielder,25.4,25.954545454545453
1938,Sweden,Defender,27.333333333333332,26.2
1938,Sweden,Forward,26.5,26.2
1938,Sweden,Goalkeeper,27.0,26.2
1938,Sweden,Midfielder,24.6,26.2
1938,Switzerland,Defender,29.333333333333332,26.25
1938,Switzerland,Forward,25.77777777777778,26.25
1938,Switzerland,Goalkeeper,23.666666666666668,26.25
1938,Switzerland,Midfielder,26.8,26.25
1950,Bolivia,Defender,29.333333333333332,26.136363636363637
1950,Bolivia,Forward,24.11111111111111,26.136363636363637
1950,Bolivia,Goalkeeper,27.0,26.136363636363637
1950,Bolivia,Midfielder,27.0,26.136363636363637
1950,Brazil,Defender,27.75,27.454545454545453
1950,Brazil,Forward,26.9,27.454545454545453
1950,Brazil,Goalkeeper,26.0,27.454545454545453
1950,Brazil,Midfielder,28.666666666666668,27.454545454545453
1950,Chile,Defender,25.166666666666668,25.136363636363637
1950,Chile,Forward,23.555555555555557,25.136363636363637
1950,Chile,Goalkeeper,28.0,25.136363636363637
1950,Chile,Midfielder,26.8,25.136363636363637
1950,England,Defender,28.857142857142858,28.761904761904763
1950,England,Forward,28.5,28.761904761904763
1950,England,Goalkeeper,29.5,28.761904761904763
1950,England,Midfielder,28.75,28.761904761904763
1950,Italy,Defender,26.6,27.045454545454547
1950,Italy,Forward,26.0,27.045454545454547
1950,Italy,Goalkeeper,29.0,27.045454545454547
1950,Italy,Midfielder,28.2,27.045454545454547
1950,Mexico,Defender,26.666666666666668,26.05
1950,Mexico,Forward,28.5,26.05
1950,Mexico,Goalkeeper,23.5,26.05
1950,Mexico,Midfielder,23.833333333333332,26.05
1950,Paraguay,Defender,29.5,25.23076923076923
1950,Paraguay,Forward,23.22222222222222,25.23076923076923
1950,Paraguay,Goalkeeper,,25.23076923076923
1950,Paraguay,Midfielder,30.0,25.23076923076923
1950,Spain,Defender,27.5,27.5
1950,Spain,Forward,28.285714285714285,27.5
1950,Spain,Goalkeeper,27.666666666666668,27.5
1950,Spain,Midfielder,26.5,27.5
1950,Sweden,Defender,27.75,27.136363636363637
1950,Sweden,Forward,26.333333333333332,27.136363636363637
1950,Sweden,Goalkeeper,27.0,27.136363636363637
1950,Sweden,Midfielder,28.0,27.136363636363637
1950,Switzerland,Defender,27.166666666666668,27.90909090909091
1950,Switzerland,Forward,27.7,27.90909090909091
1950,Switzerland,Goalkeeper,26.666666666666668,27.90909090909091
1950,Switzerland,Midfielder,31.333333333333332,27.90909090909091
1950,United States,Defender,26.5,27.72222222222222
